,,cold_start_energy,cold_start_energy,cold_start_energy,cold_start_energy,cold_start_energy,cold_start_energy,cold_start_energy,cold_start_energy,warm_start_energy,warm_start_energy,warm_start_energy,warm_start_energy,warm_start_energy,warm_start_energy,warm_start_energy,warm_start_energy,cold_start_cpu_util,cold_start_cpu_util,cold_start_cpu_util,cold_start_cpu_util,cold_start_cpu_util,cold_start_cpu_util,cold_start_cpu_util,cold_start_cpu_util,warm_start_cpu_util,warm_start_cpu_util,warm_start_cpu_util,warm_start_cpu_util,warm_start_cpu_util,warm_start_cpu_util,warm_start_cpu_util,warm_start_cpu_util,cold_start_duration,cold_start_duration,cold_start_duration,cold_start_duration,cold_start_duration,cold_start_duration,cold_start_duration,cold_start_duration,warm_start_duration,warm_start_duration,warm_start_duration,warm_start_duration,warm_start_duration,warm_start_duration,warm_start_duration,warm_start_duration,cold_start_memory_util,cold_start_memory_util,cold_start_memory_util,cold_start_memory_util,cold_start_memory_util,cold_start_memory_util,cold_start_memory_util,cold_start_memory_util,warm_start_memory_util,warm_start_memory_util,warm_start_memory_util,warm_start_memory_util,warm_start_memory_util,warm_start_memory_util,warm_start_memory_util,warm_start_memory_util
dijkstra/original.py,original,15.0,2.6756000000000006,0.3358815267322691,2.098,2.484,2.749,2.8625,3.27,15.0,2.7218000000000004,0.19994506388362918,2.383,2.617,2.642,2.8765,3.13,15.0,68.15646666666667,1.446052007890384,66.222,67.15950000000001,68.063,68.7825,71.176,15.0,99.36893333333335,0.6988618774904836,98.007,98.995,99.318,100.0,100.0,15.0,999.3333333333334,81.0772706097326,912.0,950.0,969.0,1007.0,1178.0,15.0,846.0,76.11739054156509,742.0,789.5,837.0,904.0,952.0,15.0,10351684.266666668,104547.96187633327,10186752.0,10278912.0,10313728.0,10452992.0,10526720.0,15.0,10638404.266666668,87582.54927900607,10493952.0,10579968.0,10649600.0,10702848.0,10747904.0
fannkuch/original.py,cython,15.0,1.4176000000000002,0.2041035451501447,1.057,1.2485,1.409,1.6225,1.706,15.0,0.9732666666666667,0.1435172795304089,0.696,0.8554999999999999,1.038,1.0630000000000002,1.166,15.0,58.1144,2.1312866603466154,53.704,56.5255,58.76,60.003,60.688,15.0,99.55413333333333,0.9477129513176655,97.368,100.0,100.0,100.0,100.0,15.0,753.6666666666666,47.454740342271194,684.0,712.5,760.0,788.5,836.0,15.0,332.93333333333334,35.83188258414299,305.0,305.0,324.0,343.5,419.0,15.0,25624302.933333334,74928.6033877457,25530368.0,25569280.0,25608192.0,25661440.0,25751552.0,15.0,25530914.133333333,39313.878606973005,25473024.0,25505792.0,25530368.0,25554944.0,25608192.0
fannkuch/original.py,numba,15.0,1.7156666666666662,0.251830630914245,1.255,1.5125,1.766,1.942,2.011,15.0,1.3370666666666666,0.10127647214197288,1.146,1.2665,1.375,1.412,1.45,15.0,62.32213333333334,3.2461595081543586,57.344,59.403000000000006,62.215,64.753,67.174,15.0,97.74213333333334,1.4920167495549028,95.652,96.51400000000001,97.516,98.797,100.0,15.0,827.2,62.495942725451044,741.0,779.5,817.0,845.5,950.0,15.0,410.2,14.072262484354514,381.0,400.0,419.0,419.0,438.0,15.0,25325841.066666666,72058.7847558869,25239552.0,25266176.0,25292800.0,25376768.0,25452544.0,15.0,25258666.666666668,88470.16854015716,25104384.0,25231360.0,25276416.0,25290752.0,25444352.0
fannkuch/original.py,original,15.0,1.7886,0.1881605697270286,1.431,1.6395,1.846,1.9465,1.995,15.0,1.2722666666666667,0.13087587721996458,1.081,1.172,1.296,1.3835000000000002,1.457,15.0,60.90286666666666,2.2173477356861238,56.633,59.802499999999995,60.825,61.189,65.142,15.0,97.47413333333336,1.7587695726057482,95.435,95.9605,96.411,98.777,100.0,15.0,809.4,56.454532906705424,760.0,769.5,798.0,826.5,950.0,15.0,414.06666666666666,26.588038843130374,381.0,400.0,400.0,438.0,477.0,15.0,25282696.533333335,74950.9909796935,25116672.0,25260032.0,25268224.0,25309184.0,25452544.0,15.0,25201049.6,70432.82684008725,25100288.0,25133056.0,25219072.0,25266176.0,25313280.0
insertionsort/original.py,cython,15.0,1.8938666666666668,0.17903466011867517,1.555,1.7320000000000002,1.924,2.0475000000000003,2.096,15.0,1.8279999999999996,0.21422418164156912,1.334,1.707,1.913,2.0105,2.044,15.0,61.12146666666667,3.133814901696531,57.87,58.6665,60.643,62.6515,68.786,15.0,98.60419999999999,1.3191434017140495,96.25,97.576,98.387,100.0,100.0,15.0,786.6,44.15201014676455,741.0,760.0,779.0,798.0,893.0,15.0,574.8,48.28072670775132,514.0,533.0,571.0,609.0,647.0,15.0,16872516.266666666,68302.15610847631,16793600.0,16812032.0,16871424.0,16893952.0,16998400.0,15.0,16872516.266666666,68302.15610847631,16793600.0,16812032.0,16871424.0,16893952.0,16998400.0
insertionsort/original.py,numba,15.0,1.8023333333333333,0.1455990907873234,1.559,1.6785,1.858,1.8925,2.029,15.0,1.7743333333333333,0.20479873976546775,1.203,1.713,1.789,1.9144999999999999,2.05,15.0,61.1124,2.370096767162531,57.024,59.691,61.312,62.414,66.695,15.0,98.56353333333333,1.4699398853921433,95.925,97.35300000000001,98.065,100.0,100.0,15.0,799.2666666666667,67.1623477283288,722.0,760.0,779.0,807.5,969.0,15.0,567.2,56.63693898104715,514.0,533.0,552.0,580.5,742.0,15.0,16562312.533333333,103226.01096198482,16400384.0,16476160.0,16519168.0,16629760.0,16740352.0,15.0,16588526.933333334,94822.51584894703,16461824.0,16498688.0,16625664.0,16658432.0,16740352.0
insertionsort/original.py,original,15.0,1.7657333333333332,0.20587252181409552,1.446,1.595,1.793,1.9304999999999999,2.042,15.0,1.7849333333333333,0.2233442143760122,1.171,1.73,1.813,1.94,2.036,15.0,60.28379999999999,2.15784675081434,57.232,58.775499999999994,60.053,60.9565,64.385,15.0,99.14793333333333,1.1822666164537305,96.944,98.47999999999999,100.0,100.0,100.0,15.0,792.9333333333333,67.1623477283288,722.0,750.5,779.0,807.5,950.0,15.0,553.2666666666667,50.50808516135478,495.0,514.0,552.0,571.0,704.0,15.0,16531729.066666666,81442.69329628277,16392192.0,16474112.0,16523264.0,16607232.0,16642048.0,15.0,16544836.266666668,73524.00137512597,16392192.0,16498688.0,16539648.0,16607232.0,16642048.0
mandlebrot/original.py,cython,15.0,19.742666666666665,0.6125401055868763,18.47,19.2905,19.853,20.1545,20.73,15.0,19.838733333333334,0.6331088223618279,18.832,19.324,19.911,20.329,20.899,15.0,94.27993333333333,0.5458677844453164,92.999,93.84100000000001,94.465,94.55850000000001,95.107,15.0,99.91626666666666,0.10173738368021634,99.725,99.8435,100.0,100.0,100.0,15.0,5738.066666666667,383.75633390150557,5130.0,5462.5,5833.0,5937.5,6498.0,15.0,5260.866666666667,283.68313980482486,4808.0,4989.0,5407.0,5497.0,5530.0,15.0,375468305.06666666,4321470.920593977,369766400.0,371798016.0,377307136.0,377477120.0,384024576.0,15.0,381316300.8,2631270.345347802,378126336.0,378783744.0,381878272.0,382586880.0,386080768.0
mandlebrot/original.py,numba,15.0,27.8968,0.6882703164973979,26.678,27.329,28.082,28.426,28.716,15.0,27.6524,0.7406997463788645,26.105,27.2875,27.857,28.0255,28.982,15.0,95.895,0.21762943603421803,95.559,95.737,95.885,96.039,96.262,15.0,99.89173333333335,0.09174457295484267,99.742,99.81,99.881,100.0,100.0,15.0,7808.2,314.92679421460105,7220.0,7609.5,7885.0,8037.0,8197.0,15.0,7384.733333333334,388.877040182308,6860.0,7016.0,7440.0,7634.5,8038.0,15.0,391212782.93333334,3187840.9540679827,387596288.0,388001792.0,391434240.0,393304064.0,396062720.0,15.0,395117909.3333333,2656894.7154393457,392511488.0,393459712.0,394047488.0,397082624.0,401870848.0
mandlebrot/original.py,original,15.0,27.564799999999998,0.7518492630080278,26.127,27.0295,27.581,28.136,28.538,15.0,27.137266666666665,1.050079212431592,24.66,26.6525,27.238,27.918,28.562,15.0,95.94213333333332,0.2117282175224592,95.435,95.852,95.943,96.04650000000001,96.331,15.0,99.88866666666668,0.08276012382324147,99.77,99.82900000000001,99.873,99.9665,100.0,15.0,7822.933333333333,366.4211992203716,7334.0,7438.5,7866.0,8075.0,8455.0,15.0,7445.2,364.3526941224474,6842.0,7088.0,7468.0,7658.0,8114.0,15.0,392610611.2,3198603.3149654376,388009984.0,390545408.0,392712192.0,395272192.0,398532608.0,15.0,396495803.73333335,2714557.5737377657,394035200.0,394500096.0,394539008.0,397926400.0,401915904.0
nbody/original.py,cython,15.0,4.9062,0.27017327773116273,4.318,4.8445,4.947,5.021,5.459,15.0,5.058133333333333,0.20619334431085604,4.774,4.8395,5.048,5.2325,5.378,15.0,79.4922,1.1662070509623423,77.747,78.99199999999999,79.337,79.7705,82.627,15.0,99.3498,0.4692789605950203,98.581,99.061,99.315,99.67099999999999,100.0,15.0,1575.8666666666666,122.17251658832198,1463.0,1501.0,1520.0,1596.0,1824.0,15.0,1384.4,43.25968099743686,1312.0,1350.0,1389.0,1417.0,1464.0,15.0,10587067.733333332,110064.83740535243,10416128.0,10491904.0,10579968.0,10670080.0,10727424.0,15.0,10587067.733333332,110064.83740535243,10416128.0,10491904.0,10579968.0,10670080.0,10727424.0
nbody/original.py,numba,15.0,4.473,0.3708750270836331,3.623,4.3025,4.436,4.6845,5.061,15.0,4.780666666666667,0.2587046486596159,4.479,4.563,4.729,4.968,5.323,15.0,79.5244,1.4386737841299726,77.577,78.3485,78.973,80.91749999999999,81.832,15.0,99.87100000000001,0.2688358500753097,99.277,100.0,100.0,100.0,100.0,15.0,1541.5333333333333,103.28799312509427,1425.0,1482.0,1501.0,1586.5,1767.0,15.0,1343.8,90.07790279213083,1236.0,1293.0,1312.0,1350.0,1559.0,15.0,10161083.733333332,65012.15400156966,10063872.0,10096640.0,10186752.0,10192896.0,10280960.0,15.0,10174464.0,71164.05333352747,10063872.0,10113024.0,10186752.0,10215424.0,10297344.0
nbody/original.py,original,15.0,4.399333333333334,0.2992406262206927,3.832,4.1985,4.43,4.586499999999999,4.896,15.0,4.6002,0.24214021911753061,4.156,4.426,4.539,4.7935,4.965,15.0,78.937,1.2877800388930642,76.566,78.178,79.144,79.577,81.609,15.0,99.75426666666665,0.38495592821343266,98.915,99.4875,100.0,100.0,100.0,15.0,1534.0,114.74941643175607,1387.0,1482.5,1501.0,1539.0,1805.0,15.0,1328.8666666666666,63.71125339784024,1217.0,1293.0,1331.0,1351.0,1484.0,15.0,10197401.6,83453.3524558138,10067968.0,10123264.0,10227712.0,10240000.0,10313728.0,15.0,10236996.266666668,117429.09898284926,10067968.0,10145792.0,10240000.0,10313728.0,10424320.0
recur_matrix_multiplication/original.py,cython,15.0,1.4087333333333332,0.16012069852220265,1.17,1.281,1.36,1.5345,1.741,15.0,1.6020666666666665,0.23756396632325807,1.133,1.4385,1.698,1.7525,1.922,15.0,56.568999999999996,3.053148679174151,50.778,54.0975,56.256,59.3155,60.973,15.0,98.89200000000001,1.3913375373564625,96.716,97.288,100.0,100.0,100.0,15.0,738.4,74.29170305530182,647.0,684.0,741.0,760.0,911.0,15.0,528.3333333333334,50.55360191585429,476.0,495.0,514.0,561.5,629.0,15.0,38711569.06666667,166246.7645500278,38461440.0,38608896.0,38699008.0,38842368.0,38952960.0,15.0,38967705.6,56836.01942028363,38830080.0,38942720.0,38973440.0,39008256.0,39051264.0
recur_matrix_multiplication/original.py,numba,15.0,3.1992,0.34093698621802326,2.351,3.021,3.184,3.38,3.734,15.0,3.2802000000000002,0.17893861676963013,2.928,3.1515,3.301,3.442,3.501,15.0,75.51320000000001,2.0548187337503583,72.506,74.69749999999999,75.507,76.2145,80.553,15.0,99.24293333333335,0.6082411958926774,98.329,98.7895,99.224,100.0,100.0,15.0,1309.7333333333333,118.75633316445345,1178.0,1225.5,1292.0,1330.0,1596.0,15.0,1086.8666666666666,58.501363435474936,1008.0,1065.0,1084.0,1103.5,1199.0,15.0,10023731.2,76287.4600172644,9875456.0,9977856.0,10027008.0,10080256.0,10117120.0,15.0,10194124.8,87524.14995645487,10072064.0,10129408.0,10190848.0,10254336.0,10313728.0
recur_matrix_multiplication/original.py,original,15.0,3.3689333333333327,0.21163191315741264,3.011,3.242,3.343,3.5435,3.678,15.0,3.271866666666667,0.22899216039814443,2.907,3.1525,3.28,3.4074999999999998,3.691,15.0,74.09433333333335,1.611430538668167,70.64,73.02199999999999,73.97,75.08449999999999,76.7,15.0,99.37846666666665,0.6330190548550048,98.125,98.874,99.474,100.0,100.0,15.0,1237.5333333333333,47.01803098913477,1178.0,1197.0,1235.0,1282.5,1311.0,15.0,1123.6,60.188750728734306,1046.0,1075.5,1122.0,1160.5,1217.0,15.0,10031923.2,62469.035862577555,9867264.0,10002432.0,10031104.0,10074112.0,10117120.0,15.0,10202316.8,103947.13297166287,10063872.0,10119168.0,10199040.0,10264576.0,10424320.0
richards/original.py,cython,15.0,6.075533333333334,0.23920160853098285,5.693,5.869999999999999,6.043,6.2725,6.464,15.0,5.4845999999999995,0.23281500933451132,5.162,5.342499999999999,5.421,5.6075,5.951,15.0,83.275,0.9668314227413176,81.973,82.4125,83.31,83.87049999999999,85.317,15.0,99.47346666666665,0.4834658898688363,98.565,99.277,99.423,100.0,100.0,15.0,1910.1333333333334,104.28180684134333,1748.0,1852.5,1900.0,1947.5,2128.0,15.0,1489.4,61.674027874671154,1369.0,1464.0,1483.0,1511.5,1635.0,15.0,25675912.533333335,69784.42923938454,25563136.0,25647104.0,25669632.0,25704448.0,25837568.0,15.0,25524087.466666665,108456.92967774723,25378816.0,25423872.0,25509888.0,25595904.0,25702400.0
richards/original.py,numba,15.0,4.5382,0.2986599117008221,3.985,4.422000000000001,4.582,4.687,5.103,15.0,4.019266666666666,0.3198779826895309,3.427,3.917,3.985,4.2725,4.442,15.0,79.552,0.9518648613567542,77.783,79.095,79.497,79.8095,81.559,15.0,99.08086666666667,0.7653096354386493,97.226,98.616,99.137,99.75800000000001,100.0,15.0,1544.0666666666666,58.105159184099335,1444.0,1520.0,1539.0,1577.0,1653.0,15.0,1149.9333333333334,52.229530052680055,1065.0,1122.0,1160.0,1179.5,1236.0,15.0,25961540.266666666,102627.5627635235,25792512.0,25892864.0,25944064.0,26040320.0,26132480.0,15.0,25827737.6,106133.04302807868,25657344.0,25741312.0,25853952.0,25882624.0,25997312.0
richards/original.py,original,15.0,4.635199999999999,0.23680890427274293,4.158,4.4715,4.667,4.8085,5.005,15.0,3.9297999999999993,0.2355350140788899,3.483,3.814,3.926,4.079000000000001,4.34,15.0,79.1778,0.8872999331841362,77.873,78.6265,79.126,79.553,80.924,15.0,99.6668,0.5947981890643957,98.333,99.59700000000001,100.0,100.0,100.0,15.0,1507.4,49.70886669972902,1425.0,1472.5,1501.0,1548.5,1597.0,15.0,1134.6666666666667,46.908218388475944,1065.0,1103.0,1141.0,1141.0,1217.0,15.0,25908838.4,127520.33737901239,25657344.0,25841664.0,25915392.0,26028032.0,26112000.0,15.0,25789235.2,95649.65007418628,25657344.0,25712640.0,25792512.0,25839616.0,25993216.0
spectral_norm/original.py,cython,15.0,8.752933333333335,0.2520545481400707,8.153,8.631499999999999,8.729,8.939499999999999,9.124,15.0,8.595799999999999,0.26630546370662367,8.207,8.4305,8.527,8.6985,9.29,15.0,87.8662,0.5131840661149624,86.738,87.54249999999999,87.956,88.22149999999999,88.628,15.0,99.45693333333334,0.30944615655962415,98.974,99.25999999999999,99.469,99.5625,100.0,15.0,2549.9333333333334,84.62561809579435,2375.0,2546.0,2546.0,2574.5,2699.0,15.0,2229.5333333333333,76.43098349553823,2072.0,2224.0,2243.0,2271.5,2326.0,15.0,80064238.93333334,418850.4180525321,79392768.0,79837184.0,79986688.0,80226304.0,80961536.0,15.0,80064238.93333334,418850.4180525321,79392768.0,79837184.0,79986688.0,80226304.0,80961536.0
spectral_norm/original.py,numba,15.0,10.184133333333333,0.3050280705271628,9.612,9.9785,10.269,10.396,10.664,15.0,10.030666666666669,0.17418900517486596,9.678,9.9115,9.996,10.138,10.323,15.0,88.93073333333335,0.3921585806545017,88.095,88.728,88.971,89.102,89.589,15.0,99.68900000000001,0.2565359902347306,99.328,99.47550000000001,99.644,100.0,100.0,15.0,2842.4,54.596964855462176,2736.0,2812.0,2850.0,2878.5,2945.0,15.0,2514.8,44.09923873654575,2415.0,2490.0,2509.0,2547.0,2585.0,15.0,78007773.86666666,527573.4014087337,76746752.0,77920256.0,78106624.0,78331904.0,78647296.0,15.0,78007773.86666666,527573.4014087337,76746752.0,77920256.0,78106624.0,78331904.0,78647296.0
spectral_norm/original.py,original,15.0,10.0378,0.33279620533550885,9.089,9.9515,10.109,10.237,10.389,15.0,10.051133333333333,0.2751757533615477,9.479,9.91,10.174,10.2295,10.375,15.0,89.04800000000002,0.6482780488119495,87.976,88.72800000000001,88.982,89.235,90.364,15.0,99.73753333333335,0.2837372694857655,99.235,99.484,99.701,100.0,100.0,15.0,2880.4666666666667,103.25064279749176,2736.0,2850.0,2851.0,2888.0,3192.0,15.0,2531.6666666666665,60.02697806185228,2433.0,2480.5,2528.0,2575.5,2632.0,15.0,77955072.0,587303.3121728012,76644352.0,77733888.0,77963264.0,78354432.0,78950400.0,15.0,77955072.0,587303.3121728012,76644352.0,77733888.0,77963264.0,78354432.0,78950400.0
